OBJECTID,FIPSCODE,FIPSNUM,NAME,LABEL,TYPE,SQKM,SQMILES,ACRES,VER,LAYOUT,PENINSULA,ShapeSTArea,ShapeSTLength
983,87880,87880,Winfield,Winfield Township,Township,93.668,36.165,23145.705,17A,landscape,lower,177781444.457031,53271.8876379225
984,68120,68120,Reynolds,Reynolds Township,Township,93.471,36.089,23096.876,17A,landscape,lower,177403177.691406,53324.7146957922
985,27900,27900,Ferris,Ferris Township,Township,93.449,36.081,23091.584,17A,landscape,lower,176855212.074219,53211.2791068771
986,19920,19920,Day,Day Township,Township,91.504,35.33,22610.82,17A,landscape,lower,173177812.929688,53510.8338273214
987,64200,64200,Pine,Pine Township,Township,93.351,36.043,23067.282,17A,landscape,lower,176672817.796875,53139.0839866015
988,22760,22760,Douglass,Douglass Township,Township,92.247,35.617,22794.532,17A,landscape,lower,174582818.46875,53159.0761898992
989,51340,51340,Maple Valley,Maple Valley Township,Township,93.47,36.089,23096.621,17A,landscape,lower,176898760.714844,53253.7325639385
990,64040,64040,Pierson,Pierson Township,Township,93.752,36.198,23166.465,17A,landscape,lower,177430869.007812,53268.278970768
991,76220,76220,Stanton,City of Stanton,City,5.565,2.149,1375.136,17A,landscape,lower,10517131.25,14458.1673055715
992,19080,19080,Crystal,Crystal Township,Township,92.659,35.776,22896.192,17A,landscape,lower,174864098.964844,53087.0381856582
993,26720,26720,Evergreen,Evergreen Township,Township,91.459,35.313,22599.861,17A,landscape,lower,172599190.308594,53050.9291707384
994,55140,55140,Montcalm,Montcalm Township,Township,94.24,36.386,23286.911,17A,landscape,lower,177848851.238281,53399.9853024578
995,73840,73840,Sidney,Sidney Township,Township,90.673,35.009,22405.635,17A,landscape,lower,171112451.714844,52829.2539446441
996,12120,12120,Bushnell,Bushnell Township,Township,92.517,35.721,22861.15,17A,landscape,lower,174105901.085938,52861.5897603546
997,27180,27180,Fairplain,Fairplain Township,Township,93.044,35.924,22991.473,17A,portrait,lower,175097167.328125,52905.002314636
998,26520,26520,Eureka,Eureka Township,Township,76.676,29.605,18946.788,17A,portrait,lower,144273281.617188,102879.444435992
999,13600,13600,Carson City,City of Carson City,City,3.009,1.162,743.46,17A,portrait,lower,5665410.43359375,16099.4022372467
1000,09040,9040,Bloomer,Bloomer Township,Township,90.087,34.783,22260.725,17A,landscape,lower,169528494.929688,64211.872323643
1001,35100,35100,Greenville,City of Greenville,City,17.097,6.601,4224.787,17A,landscape,lower,32191826.0664062,50752.1255655913
1002,55240,55240,Montmorency,Montmorency Township,Township,363.603,140.387,89847.196,17A,landscape,lower,731452300.21875,135437.970640829
1003,38400,38400,Hillman,Hillman Township,Township,178.704,68.998,44158.317,17A,landscape,lower,358428105.015625,81014.1702513426
1004,10660,10660,Briley,Briley Township,Township,181.67,70.143,44891.118,17A,portrait,lower,363859832.804688,82390.2263573148
1005,82420,82420,Vienna,Vienna Township,Township,180.01,69.502,44480.865,17A,portrait,lower,360549196.515625,81373.986136976
1006,70380,70380,Rust,Rust Township,Township,186.176,71.883,46004.653,17A,portrait,lower,371758097.28125,81825.6828588659
1007,04580,4580,Avery,Avery Township,Township,91.443,35.306,22595.812,17A,portrait,lower,182870571.894531,54249.642909966
1008,49480,49480,Loud,Loud Township,Township,92.838,35.845,22940.461,17A,portrait,lower,185108567.023438,54487.0031912699
1009,00940,940,Albert,Albert Township,Township,182.18,70.34,45017.232,17A,landscape,lower,363267322.304688,80595.4638561383
1010,86980,86980,White River,White River Township,Township,41.2,15.907,10180.612,17A,portrait,lower,78191087.5859375,41303.5635363027
1011,55120,55120,Montague,Montague Township,Township,50.605,19.539,12504.655,17A,portrait,lower,96083077.953125,62379.7357319036
1012,09340,9340,Blue Lake,Blue Lake Township,Township,92.358,35.659,22821.839,17A,landscape,lower,175267111.726562,53338.2112695359
1013,38820,38820,Holton,Holton Township,Township,92.432,35.688,22840.28,17A,portrait,lower,175407420.097656,53459.3336413086
1014,86800,86800,Whitehall,Whitehall Township,Township,24.8,9.575,6128.133,17A,portrait,lower,47040405.4101562,31905.858227054
1015,55100,55100,Montague,City of Montague,City,8.136,3.141,2010.457,17A,portrait,lower,15432264.1484375,17253.696977304
1016,86780,86780,Whitehall,City of Whitehall,City,9.236,3.566,2282.127,17A,landscape,lower,17509791.0585938,22430.7917113986
1017,30980,30980,Fruitland,Fruitland Township,Township,101.962,39.368,25195.192,17A,landscape,lower,192955960.640625,56996.3835130097
1018,19660,19660,Dalton,Dalton Township,Township,93.958,36.277,23217.238,17A,portrait,lower,177792987.925781,53444.1794873819
1019,14100,14100,Cedar Creek,Cedar Creek Township,Township,93.342,36.039,23064.997,17A,portrait,lower,176625882.429688,53200.5819225889
1020,45160,45160,Laketon,Laketon Township,Township,48.467,18.713,11976.285,17A,landscape,lower,91505860.4296875,42234.0713307028
1021,25080,25080,Egelston,Egelston Township,Township,92.792,35.827,22929.164,17A,portrait,lower,175079367.847656,52947.1124531317
1022,55440,55440,Moorland,Moorland Township,Township,94.559,36.509,23365.727,17A,portrait,lower,178419332.199219,53337.6648591621
1023,13840,13840,Casnovia,Casnovia Township,Township,92.547,35.733,22868.719,17A,portrait,lower,174629264.167969,52961.5486475053
1024,58640,58640,North Muskegon,City of North Muskegon,City,10.654,4.113,2632.551,17A,landscape,lower,20101325.1015625,21701.7333054018
1025,56320,56320,Muskegon,City of Muskegon,City,47.111,18.189,11641.19,17A,landscape,lower,88819458.546875,74842.9936039709
1026,56360,56360,Muskegon Heights,City of Muskegon Heights,City,8.137,3.142,2010.697,17A,portrait,lower,15328384.9414062,17987.921994071
1027,56340,56340,Muskegon,Muskegon Township,Township,61.747,23.84,15257.763,17A,portrait,lower,116535817.488281,71200.9669591204
1028,59140,59140,Norton Shores,City of Norton Shores,City,63.947,24.69,15801.561,17A,portrait,lower,120302213.046875,59598.7563147144
1029,77100,77100,Sullivan,Sullivan Township,Township,62.246,24.033,15381.17,17A,portrait,lower,117145339.523438,53034.6847075326
1030,67300,67300,Ravenna,Ravenna Township,Township,94.159,36.355,23266.835,17A,landscape,lower,177157148.527344,53308.4114776883
1031,69520,69520,Roosevelt Park,City of Roosevelt Park,City,2.66,1.027,657.255,17A,landscape,lower,5009753.546875,8964.74489384852
1032,31020,31020,Fruitport,Fruitport Township,Township,78.488,30.304,19394.665,17A,landscape,lower,147622690.710938,57593.0187680602
1033,05620,5620,Barton,Barton Township,Township,92.708,35.794,22908.327,17A,portrait,lower,177986022.855469,53365.9365451787
1034,38860,38860,Home,Home Township,Township,92.198,35.598,22782.362,17A,portrait,lower,177000759.03125,53311.9503353995
1035,80680,80680,Troy,Troy Township,Township,93.806,36.219,23179.727,17A,portrait,lower,180078450.421875,53546.2796934051
1036,47440,47440,Lilley,Lilley Township,Township,92.208,35.602,22784.876,17A,portrait,lower,177012098.269531,53287.3931894692
1037,59300,59300,Norwich,Norwich Township,Township,91.726,35.416,22665.82,17A,portrait,lower,175594616.316406,53104.0178742574
1038,55060,55060,Monroe,Monroe Township,Township,92.969,35.896,22973,17A,portrait,lower,177966220.164062,53345.0216808178
1039,06580,6580,Beaver,Beaver Township,Township,92.684,35.785,22902.369,17A,portrait,lower,177409011.15625,53387.8163085853
1040,53160,53160,Merrill,Merrill Township,Township,92.789,35.826,22928.53,17A,landscape,lower,177613342.648438,53397.2106740116
1041,33000,33000,Goodwell,Goodwell Township,Township,92.488,35.71,22854.044,17A,portrait,lower,176545450.648438,53242.7794606005
1042,87200,87200,Wilcox,Wilcox Township,Township,87.797,33.899,21694.925,17A,portrait,lower,167594897.636719,59989.8745025886
1043,21700,21700,Denver,Denver Township,Township,92.539,35.729,22866.716,17A,portrait,lower,176621898.441406,53152.7966624477
1044,47700,47700,Lincoln,Lincoln Township,Township,92.482,35.707,22852.449,17A,landscape,lower,176516324.574219,53186.6902460841
1045,26700,26700,Everett,Everett Township,Township,92.774,35.82,22924.683,17A,portrait,lower,176577483.832031,55312.8101983783
1046,86680,86680,White Cloud,City of White Cloud,City,5.141,1.985,1270.396,17A,landscape,lower,9798954.046875,13351.2376968928
1047,08280,8280,Big Prairie,Big Prairie Township,Township,93.799,36.216,23177.967,17A,landscape,lower,178533892.511719,53404.3122828044
1048,73260,73260,Sherman,Sherman Township,Township,92.835,35.843,22939.67,17A,landscape,lower,176681075.53125,53229.9722086453
1049,30700,30700,Fremont,City of Fremont,City,12.568,4.853,3105.649,17A,landscape,lower,23881907.671875,44446.4261467034
1050,18980,18980,Croton,Croton Township,Township,93.763,36.202,23168.988,17A,landscape,lower,177955096.402344,53469.5739819028
1051,19960,19960,Dayton,Dayton Township,Township,88.409,34.135,21846.164,17A,landscape,lower,168266887.933594,63810.2389711889
1052,73120,73120,Sheridan,Sheridan Township,Township,85.644,33.067,21162.837,17A,landscape,lower,162509500.667969,74220.6254061019
1053,31640,31640,Garfield,Garfield Township,Township,87.141,33.645,21532.857,17A,portrait,lower,165374409.566406,62617.6924000672
1054,57080,57080,Newaygo,City of Newaygo,City,10.048,3.88,2483.009,17A,landscape,lower,19065145.1289062,24303.2179625429
1055,11060,11060,Brooks,Brooks Township,Township,88.083,34.009,21765.468,17A,landscape,lower,167166590.847656,60798.4149286396
1056,26160,26160,Ensley,Ensley Township,Township,93.773,36.206,23171.603,17A,landscape,lower,177464817.308594,53285.0830949615
1057,34380,34380,Grant,Grant Township,Township,93.234,35.998,23038.259,17A,portrait,lower,176435125.753906,53152.7400158923
1058,10500,10500,Bridgeton,Bridgeton Township,Township,93.446,36.08,23090.774,17A,landscape,lower,176825450.433594,53314.6148630719
1059,03700,3700,Ashland,Ashland Township,Township,91.476,35.319,22604.012,17A,landscape,lower,173101778.132812,58463.4284228488
1060,34360,34360,Grant,City of Grant,City,1.773,0.684,438.056,17A,portrait,lower,3354498.7890625,8591.48210394491
1061,00400,400,Addison,Addison Township,Township,94.731,36.576,23408.268,17A,portrait,lower,176388448.011719,53148.4472710696
1062,62040,62040,Oxford,Oxford Township,Township,91.563,35.353,22625.578,17A,portrait,lower,170483010.636719,52332.6252162179
1063,10040,10040,Brandon,Brandon Township,Township,93.058,35.93,22994.826,17A,portrait,lower,173257859.914062,52677.8887999411
1064,35640,35640,Groveland,Groveland Township,Township,93.375,36.052,23073.324,17A,portrait,lower,173820710.597656,52787.5998632803
1065,38720,38720,Holly,Holly Township,Township,94.251,36.39,23289.665,17A,portrait,lower,175440347.769531,54391.6209771998
1066,59820,59820,Oakland,Oakland Township,Township,94.936,36.655,23458.847,17A,portrait,lower,176273145.828125,53169.5837178063
1067,61100,61100,Orion,Orion Township,Township,93.009,35.911,22982.783,17A,portrait,lower,172688811.410156,52644.8825466044
1068,40400,40400,Independence,Independence Township,Township,93.993,36.291,23225.882,17A,portrait,lower,174505259.351562,61660.0003973807
1069,75760,75760,Springfield,Springfield Township,Township,94.803,36.604,23426.159,17A,portrait,lower,175988119.796875,53230.3832397775
1070,69580,69580,Rose,Rose Township,Township,93.534,36.113,23112.43,17A,portrait,lower,173619644.15625,53678.9278235888
1071,82450,82450,Village of Clarkston,City of Village of Clarkston,City,1.351,0.522,333.762,17A,portrait,lower,2506510.078125,8290.91576996891
1072,69035,69035,Rochester Hills,City of Rochester Hills,City,85.171,32.885,21046.025,17A,portrait,lower,157688409.277344,66758.8716563114
1073,04105,4105,Auburn Hills,City of Auburn Hills,City,43.136,16.655,10659.039,17A,landscape,lower,79888721.953125,57782.8426917725
1074,69020,69020,Rochester,City of Rochester,City,9.922,3.831,2451.702,17A,landscape,lower,18382136.6445312,22507.5865740443
1075,84240,84240,Waterford,Waterford Township,Township,91.215,35.218,22539.396,17A,portrait,lower,168868637.160156,58247.5648978247
1076,44440,44440,Lake Angelus,City of Lake Angelus,City,4.235,1.635,1046.444,17A,landscape,lower,7847897.671875,12626.1248767239
1077,65440,65440,Pontiac,City of Pontiac,City,52.439,20.247,12957.782,17A,portrait,lower,97044484.3476562,52754.6523367167
1078,86860,86860,White Lake,White Lake Township,Township,95.977,37.057,23716.231,17A,portrait,lower,177671932.859375,53539.7424248817
1079,38080,38080,Highland,Highland Township,Township,93.558,36.123,23118.327,17A,portrait,lower,173177979.453125,52911.2042917061
1080,80700,80700,Troy,City of Troy,City,87.033,33.603,21506,17A,landscape,lower,160711953.234375,57527.8310156409
1081,77860,77860,Sylvan Lake,City of Sylvan Lake,City,2.194,0.847,542.162,17A,portrait,lower,4056347.37890625,9690.5035265872
1082,09110,9110,Bloomfield,Bloomfield Township,Township,67.235,25.96,16614.03,17A,portrait,lower,124136582.300781,86988.790837063
1083,42460,42460,Keego Harbor,City of Keego Harbor,City,1.468,0.567,362.701,17A,portrait,lower,2712940.87890625,8433.96434219963
1084,85480,85480,West Bloomfield,West Bloomfield Township,Township,80.842,31.213,19976.174,17A,portrait,lower,149230898.519531,79034.9612430191
1085,17640,17640,Commerce,Commerce Township,Township,77.393,29.881,19123.902,17A,landscape,lower,142902960.859375,67704.5006330068
1086,61020,61020,Orchard Lake Village,City of Orchard Lake Village,City,10.532,4.066,2602.368,17A,portrait,lower,19451247.1953125,22462.1945887399
1087,53980,53980,Milford,Milford Township,Township,91.061,35.159,22501.388,17A,portrait,lower,168087510.3125,51886.6489524549
1088,09180,9180,Bloomfield Hills,City of Bloomfield Hills,City,13.018,5.026,3216.888,17A,portrait,lower,24037427.4648438,19806.0900928579
1089,08640,8640,Birmingham,City of Birmingham,City,12.442,4.804,3074.54,17A,landscape,lower,22949349.625,30037.4502694199
1090,83060,83060,Walled Lake,City of Walled Lake,City,6.174,2.384,1525.711,17A,portrait,lower,11386905.1835938,18240.2755642488
1091,88140,88140,Wixom,City of Wixom,City,24.212,9.348,5982.798,17A,portrait,lower,44633139.0585938,31823.7837178738
1092,16160,16160,Clawson,City of Clawson,City,5.697,2.2,1407.677,17A,landscape,lower,10504434.390625,15218.6600688633
1093,70040,70040,Royal Oak,City of Royal Oak,City,30.616,11.821,7565.236,17A,landscape,lower,56403336.6796875,40867.8591142866
1094,50560,50560,Madison Heights,City of Madison Heights,City,18.349,7.084,4533.985,17A,portrait,lower,33801748.0898438,26948.3967141375
1095,74920,74920,Southfield,Southfield Township,Township,20.88,8.062,5159.598,17A,landscape,lower,38483885.640625,33870.3598986389
1096,27440,27440,Farmington Hills,City of Farmington Hills,City,86.19,33.278,21297.713,17A,portrait,lower,158686775.757812,74950.5546233208
1097,59440,59440,Novi,City of Novi,City,81,31.274,20015.415,17A,portrait,lower,149102444.6875,59775.3984193327
1098,74900,74900,Southfield,City of Southfield,City,67.995,26.253,16801.669,17A,landscape,lower,125145103.039062,61527.9703223116
1099,49820,49820,Lyon,Lyon Township,Township,82.157,31.721,20301.256,17A,portrait,lower,151240220.878906,73016.1080890013
1100,07660,7660,Berkley,City of Berkley,City,6.697,2.586,1654.845,17A,landscape,lower,12334192.6992188,14737.3687024181
1101,46320,46320,Lathrup Village,City of Lathrup Village,City,3.904,1.507,964.75,17A,portrait,lower,7189277.33984375,12031.2513535823
1102,40000,40000,Huntington Woods,City of Huntington Woods,City,3.837,1.481,948.047,17A,landscape,lower,7062321.8828125,10993.3518890685
1103,59920,59920,Oak Park,City of Oak Park,City,13.21,5.1,3264.107,17A,portrait,lower,24302719.4453125,27373.1264653833
1104,37420,37420,Hazel Park,City of Hazel Park,City,7.292,2.815,1801.752,17A,portrait,lower,13413182.2382812,15316.9445184451
1105,27880,27880,Ferndale,City of Ferndale,City,10.035,3.875,2479.755,17A,landscape,lower,18459254.2695312,19527.6583922465
1106,64900,64900,Pleasant Ridge,City of Pleasant Ridge,City,1.459,0.563,360.516,17A,landscape,lower,2684736.78515625,7152.25676185126
1107,70060,70060,Royal Oak,Royal Oak Township,Township,1.506,0.581,372.044,17A,landscape,lower,2768838.765625,11002.3954080844
1108,75100,75100,South Lyon,City of South Lyon,City,9.692,3.742,2394.814,17A,portrait,lower,17830857.5585938,31588.7380192218
1109,27380,27380,Farmington,City of Farmington,City,6.879,2.656,1699.697,17A,landscape,lower,12654411,24270.9135307803
