OBJECTID,FIPSCODE,FIPSNUM,NAME,LABEL,TYPE,SQKM,SQMILES,ACRES,VER,LAYOUT,PENINSULA,ShapeSTArea,ShapeSTLength
364,13380,13380,Carmel,Carmel Township,Township,88.183,34.048,21790.318,17A,landscape,lower,162722640.015625,64244.4998038804
365,42220,42220,Kalamo,Kalamo Township,Township,95.075,36.708,23493.29,17A,landscape,lower,175437741.453125,52974.7614644459
366,14820,14820,Charlotte,City of Charlotte,City,16.742,6.464,4136.9,17A,landscape,lower,30906383.0820312,62085.6812861246
367,24520,24520,Eaton,Eaton Township,Township,83.205,32.126,20560.208,17A,portrait,lower,153530248.890625,88139.1583514126
368,24540,24540,Eaton Rapids,City of Eaton Rapids,City,9.388,3.625,2319.746,17A,portrait,lower,17299391.4296875,30144.2598599808
369,36200,36200,Hamlin,Hamlin Township,Township,89.334,34.492,22074.681,17A,portrait,lower,164382007.910156,63982.1340816023
370,10920,10920,Brookfield,Brookfield Township,Township,94.138,36.347,23261.833,17A,portrait,lower,173231268.429688,52748.5220743961
371,83180,83180,Walton,Walton Township,Township,91.824,35.453,22690.008,17A,landscape,lower,168976107.945312,61592.2027936678
372,07080,7080,Bellevue,Bellevue Township,Township,94.83,36.614,23432.727,17A,landscape,lower,174499445.214844,52894.0309625568
373,60580,60580,Olivet,City of Olivet,City,2.643,1.021,653.147,17A,landscape,lower,4860580.55859375,8808.25659243593
374,84840,84840,Wawatam,Wawatam Township,Township,43.195,16.677,10673.53,17A,landscape,lower,88739502.6953125,51366.8650935009
375,08980,8980,Bliss,Bliss Township,Township,118.125,45.608,29188.917,17A,landscape,lower,242237218.871094,99459.2558500397
376,13500,13500,Carp Lake,Carp Lake Township,Township,91.003,35.136,22487.101,17A,portrait,lower,186506077.902344,54826.8375550148
377,18900,18900,Cross Village,Cross Village Township,Township,26.731,10.321,6605.417,17A,landscape,lower,54715558.2382812,38044.6033017623
378,50340,50340,McKinley,McKinley Township,Township,91.058,35.158,22500.671,17A,portrait,lower,186051155.777344,54578.9691507832
379,14300,14300,Center,Center Township,Township,91.273,35.241,22553.882,17A,landscape,lower,186497814.910156,54545.8799776155
380,67540,67540,Readmond,Readmond Township,Township,80.311,31.008,19845.133,17A,landscape,lower,164052790.617188,52036.9010461051
381,51280,51280,Maple River,Maple River Township,Township,91.812,35.449,22687.098,17A,portrait,lower,187024117.203125,54789.9356405796
382,64960,64960,Pleasant View,Pleasant View Township,Township,92.358,35.66,22821.963,17A,portrait,lower,188142519.089844,54897.3767312465
383,30860,30860,Friendship,Friendship Township,Township,81.476,31.458,20133.056,17A,landscape,lower,166032612.667969,52207.7777993788
384,48020,48020,Littlefield,Littlefield Township,Township,63.579,24.548,15710.666,17A,landscape,lower,129177795.351562,50731.0675017555
385,48080,48080,Little Traverse,Little Traverse Township,Township,47.453,18.321,11725.649,17A,landscape,lower,96440906.96875,43564.686710183
386,36560,36560,Harbor Springs,City of Harbor Springs,City,3.375,1.303,833.909,17A,landscape,lower,6856770.5,16449.7636984794
387,86300,86300,West Traverse,West Traverse Township,Township,34.62,13.367,8554.782,17A,landscape,lower,70406830.8789062,43093.6513351055
388,75900,75900,Springvale,Springvale Township,Township,121.801,47.027,30097.315,17A,portrait,lower,246729174.675781,67598.314173223
389,06380,6380,Bear Creek,Bear Creek Township,Township,105.152,40.599,25983.243,17A,portrait,lower,212985014.894531,71236.3212537839
390,63820,63820,Petoskey,City of Petoskey,City,14.183,5.476,3504.635,17A,landscape,lower,28748752.21875,54652.545375565
391,68060,68060,Resort,Resort Township,Township,55.436,21.404,13698.39,17A,portrait,lower,112220284.460938,61577.9723179903
392,29420,29420,Forest,Forest Township,Township,93.589,36.135,23126.171,17A,landscape,lower,176182856.3125,53086.9132287327
393,79460,79460,Thetford,Thetford Township,Township,89.711,34.637,22167.709,17A,portrait,lower,168880682.507812,52014.4352241131
394,82380,82380,Vienna,Vienna Township,Township,90.907,35.099,22463.283,17A,portrait,lower,171132938.996094,66285.1383426711
395,55300,55300,Montrose,Montrose Township,Township,89.666,34.62,22156.715,17A,portrait,lower,168800011.992188,61593.4782400588
396,16620,16620,Clio,City of Clio,City,2.894,1.117,715.15,17A,landscape,lower,5448172.51953125,13094.0536271977
397,55280,55280,Montrose,City of Montrose,City,2.528,0.976,624.633,17A,portrait,lower,4758648.71484375,8901.76042864684
398,68180,68180,Richfield,Richfield Township,Township,94.133,36.345,23260.577,17A,portrait,lower,176710020.652344,53124.8262900921
399,31800,31800,Genesee,Genesee Township,Township,78.332,30.244,19355.965,17A,portrait,lower,147066918.574219,67317.5306665228
400,55980,55980,Mt Morris,Mt Morris Township,Township,81.961,31.645,20252.844,17A,portrait,lower,153872340.0625,61414.8940695767
401,29220,29220,Flushing,Flushing Township,Township,82.121,31.707,20292.403,17A,portrait,lower,154172406.796875,66470.3305950487
402,55960,55960,Mt Morris,City of Mt Morris,City,2.985,1.152,737.526,17A,portrait,lower,5607747.8046875,12174.6041178328
403,29000,29000,Flint,City of Flint,City,88.283,34.086,21814.992,17A,portrait,lower,165366382.429688,102029.629369885
404,29200,29200,Flushing,City of Flushing,City,9.67,3.734,2389.437,17A,landscape,lower,18137027.2851562,21194.2587562787
405,19900,19900,Davison,Davison Township,Township,87.031,33.603,21505.684,17A,portrait,lower,162911197.464844,70401.2812555947
406,12060,12060,Burton,City of Burton,City,60.63,23.409,14981.775,17A,portrait,lower,113469894.007812,53052.0034512914
407,19880,19880,Davison,City of Davison,City,5.141,1.985,1270.319,17A,portrait,lower,9631520.296875,17860.2817809015
408,77700,77700,Swartz Creek,City of Swartz Creek,City,10.532,4.066,2602.489,17A,landscape,lower,19689902.2578125,26290.7852646953
409,04000,4000,Atlas,Atlas Township,Township,92.993,35.905,22978.764,17A,portrait,lower,173592323.480469,52765.6416425953
410,33300,33300,Grand Blanc,Grand Blanc Township,Township,85.506,33.014,21128.727,17A,portrait,lower,159606073.019531,78319.5931804617
411,56160,56160,Mundy,Mundy Township,Township,93.613,36.144,23132.015,17A,portrait,lower,174735404.011719,58961.8651024029
412,16260,16260,Clayton,Clayton Township,Township,88.566,34.195,21884.893,17A,portrait,lower,165792603.308594,55418.6879837494
413,29020,29020,Flint,Flint Township,Township,60.647,23.416,14986.143,17A,landscape,lower,113525587.59375,82383.1186133289
414,31220,31220,Gaines,Gaines Township,Township,91.188,35.208,22532.68,17A,portrait,lower,170201590.714844,56614.9352797847
415,33280,33280,Grand Blanc,City of Grand Blanc,City,9.373,3.619,2315.973,17A,landscape,lower,17500609.3515625,25055.1962820507
416,27780,27780,Fenton,Fenton Township,Township,71.224,27.5,17599.585,17A,portrait,lower,132603328.820312,75266.4306989169
417,03420,3420,Argentine,Argentine Township,Township,93.968,36.281,23219.863,17A,landscape,lower,174906841.289062,52905.0878300146
418,47820,47820,Linden,City of Linden,City,6.265,2.419,1548.182,17A,landscape,lower,11659411.6835938,16461.4155173622
419,09720,9720,Bourret,Bourret Township,Township,84.729,32.714,20936.836,17A,landscape,lower,164565348.71875,51495.3786564128
420,16360,16360,Clement,Clement Township,Township,54.25,20.946,13405.297,17A,portrait,lower,105368566.9375,41551.5036668451
421,12180,12180,Butman,Butman Township,Township,92.257,35.621,22797.026,17A,portrait,lower,179161935.410156,53454.7237848837
422,73140,73140,Sherman,Sherman Township,Township,91.469,35.316,22602.165,17A,landscape,lower,177640284.128906,53345.969943598
423,35340,35340,Grim,Grim Township,Township,184.7,71.313,45639.909,17A,portrait,lower,357247297.386719,79971.6129582487
424,72240,72240,Secord,Secord Township,Township,60.595,23.396,14973.251,17A,portrait,lower,117371215.019531,44461.0325620462
425,70500,70500,Sage,Sage Township,Township,91.68,35.398,22654.46,17A,landscape,lower,177541512.878906,53790.9560452399
426,37300,37300,Hay,Hay Township,Township,58.734,22.677,14513.401,17A,portrait,lower,113444648.613281,43323.3805318541
427,32320,32320,Gladwin,City of Gladwin,City,7.484,2.89,1849.278,17A,landscape,lower,14469077.7851562,23116.1481957314
428,32340,32340,Gladwin,Gladwin Township,Township,91.355,35.272,22574.149,17A,landscape,lower,176899354.578125,54004.1666133684
429,11440,11440,Buckeye,Buckeye Township,Township,89.459,34.54,22105.561,17A,landscape,lower,172721638.910156,53697.2375487455
430,35620,35620,Grout,Grout Township,Township,90.101,34.788,22264.113,17A,landscape,lower,173968498.839844,59582.3151135832
431,07360,7360,Bentley,Bentley Township,Township,92.509,35.718,22859.259,17A,landscape,lower,178166198.820312,53456.9149237552
432,08360,8360,Billings,Billings Township,Township,60.034,23.179,14834.627,17A,portrait,lower,115630187.433594,43908.9424571422
433,79860,79860,Tobacco,Tobacco Township,Township,91.092,35.171,22509.135,17A,landscape,lower,175373312.832031,58747.0806871417
434,06680,6680,Beaverton,Beaverton Township,Township,91.505,35.33,22611.106,17A,landscape,lower,176176613.632812,61618.7086183799
435,06660,6660,Beaverton,City of Beaverton,City,3.406,1.315,841.597,17A,landscape,lower,6562328.8046875,16121.6056688762
436,82800,82800,Wakefield,Wakefield Township,Township,469.449,181.254,116002.129,17A,portrait,upper,992409004.464844,192322.526729087
437,41080,41080,Ironwood,Ironwood Township,Township,453.923,175.26,112165.521,17A,landscape,upper,959620676.503906,175667.513219036
438,07980,7980,Bessemer,Bessemer Township,Township,298.102,115.097,73661.747,17A,portrait,upper,625905375.941406,176841.144438681
439,51560,51560,Marenisco,Marenisco Township,Township,845.908,326.605,209026.188,17A,landscape,upper,1776609096.22266,198343.984784387
440,82780,82780,Wakefield,City of Wakefield,City,21.851,8.437,5399.564,17A,landscape,upper,46040922.5664062,34810.2878640043
441,07960,7960,Bessemer,City of Bessemer,City,14.256,5.504,3522.626,17A,landscape,upper,30034981.109375,22236.8526274249
442,41060,41060,Ironwood,City of Ironwood,City,17.061,6.587,4215.935,17A,landscape,upper,35909697.5390625,33717.7879931328
443,26340,26340,Erwin,Erwin Township,Township,124.437,48.045,30748.673,17A,portrait,upper,261201980.53125,87497.4653922576
444,84380,84380,Watersmeet,Watersmeet Township,Township,719.724,277.886,177845.75,17A,landscape,upper,1504380777.48047,171478.502715058
445,63340,63340,Peninsula,Peninsula Township,Township,72.341,27.931,17875.688,17A,portrait,lower,144265011.578125,103349.48860418
446,87040,87040,White Water,White Water Township,Township,138.538,53.489,34232.996,17A,portrait,lower,274998029.652344,80259.7744810974
447,00200,200,Acme,Acme Township,Township,65.354,25.233,16149.048,17A,portrait,lower,129869326.902344,54999.5304695554
448,31580,31580,Garfield,Garfield Township,Township,72.184,27.87,17836.78,17A,portrait,lower,143109067.71875,64725.4894545698
449,49240,49240,Long Lake,Long Lake Township,Township,92.288,35.632,22804.609,17A,portrait,lower,183021225.578125,54285.2853406093
450,23800,23800,East Bay,East Bay Township,Township,110.104,42.511,27206.993,17A,portrait,lower,218076040.367188,70100.0793282587
451,34960,34960,Green Lake,Green Lake Township,Township,94.194,36.368,23275.608,17A,portrait,lower,186242771.871094,54655.5503465883
452,08880,8880,Blair,Blair Township,Township,93.049,35.926,22992.654,17A,portrait,lower,183971303.835938,54435.2650516361
453,81320,81320,Union,Union Township,Township,93.245,36.002,23041.114,17A,landscape,lower,184352816.089844,54360.6786282961
454,62320,62320,Paradise,Paradise Township,Township,137.003,52.897,33853.701,17A,portrait,lower,270268482.621094,67382.1028283167
455,34240,34240,Grant,Grant Township,Township,93.204,35.986,23030.856,17A,portrait,lower,183732188.203125,54233.0483971878
456,28020,28020,Fife Lake,Fife Lake Township,Township,93,35.907,22980.505,17A,landscape,lower,183324483.914062,54207.2366226898
457,52480,52480,Mayfield,Mayfield Township,Township,93.32,36.031,23059.523,17A,landscape,lower,183958753.683594,54208.5392575665
458,86620,86620,Wheeler,Wheeler Township,Township,92.888,35.864,22952.999,17A,portrait,lower,176288312.738281,53121.0162030868
459,72580,72580,Seville,Seville Township,Township,92.944,35.886,22966.793,17A,portrait,lower,176401038.203125,53105.7487054775
460,71000,71000,St Louis,City of St Louis,City,9.012,3.48,2226.972,17A,landscape,lower,17096341.2773438,46967.1795549
461,64360,64360,Pine River,Pine River Township,Township,79.043,30.518,19531.637,17A,landscape,lower,150038418.972656,85885.2334863657
462,08020,8020,Bethany,Bethany Township,Township,89.874,34.7,22208.017,17A,portrait,lower,170571541.492188,67897.8144009707
463,01540,1540,Alma,City of Alma,City,15.881,6.132,3924.357,17A,portrait,lower,30099050.1015625,35541.6349796302
464,44080,44080,Lafayette,Lafayette Township,Township,93.183,35.978,23025.745,17A,portrait,lower,176344173.160156,53137.4577102682
465,25880,25880,Emerson,Emerson Township,Township,90.378,34.895,22332.652,17A,portrait,lower,171044227.972656,57000.4081291878
466,03260,3260,Arcada,Arcada Township,Township,83.765,32.342,20698.443,17A,landscape,lower,158514248.359375,65209.2776833542
467,77300,77300,Sumner,Sumner Township,Township,92.969,35.895,22972.955,17A,portrait,lower,175945876.300781,53054.3549726341
468,41340,41340,Ithaca,City of Ithaca,City,13.22,5.104,3266.653,17A,landscape,lower,24981092.8671875,35974.1115333601
469,36160,36160,Hamilton,Hamilton Township,Township,90.229,34.838,22295.882,17A,portrait,lower,170270546.976562,52210.2052373147
470,58880,58880,North Star,North Star Township,Township,87.314,33.712,21575.536,17A,landscape,lower,164760062.625,61635.2882826817
471,57040,57040,Newark,Newark Township,Township,88.964,34.349,21983.358,17A,portrait,lower,167879451.367188,52831.0568659907
472,57360,57360,New Haven,New Haven Township,Township,92.279,35.629,22802.324,17A,portrait,lower,174143878.074219,52814.8060772337
473,25120,25120,Elba,Elba Township,Township,90.832,35.07,22444.78,17A,portrait,lower,170923209.425781,52338.5580442121
474,84080,84080,Washington,Washington Township,Township,91.665,35.392,22650.595,17A,portrait,lower,172491878.511719,52693.2038683209
475,31080,31080,Fulton,Fulton Township,Township,92.686,35.786,22903.031,17A,portrait,lower,174415459.355469,52823.6414178037
476,58800,58800,North Shade,North Shade Township,Township,92.171,35.587,22775.728,17A,portrait,lower,173449968.15625,52686.8761349585
477,74560,74560,Somerset,Somerset Township,Township,92.022,35.53,22738.769,17A,portrait,lower,167030696.839844,51734.96112526
478,55640,55640,Moscow,Moscow Township,Township,91.705,35.407,22660.51,17A,portrait,lower,166450727.015625,51666.3908446189
479,71980,71980,Scipio,Scipio Township,Township,76.223,29.43,18834.83,17A,landscape,lower,138375970.5625,47371.3725056098
480,48000,48000,Litchfield,Litchfield Township,Township,84.974,32.809,20997.365,17A,landscape,lower,154221689.148438,74505.2761809101
481,47980,47980,Litchfield,City of Litchfield,City,7.118,2.748,1758.891,17A,portrait,lower,12924575.9570312,22761.0537435884
482,27580,27580,Fayette,Fayette Township,Township,52.417,20.238,12952.467,17A,landscape,lower,94967519.2695312,78370.8950055257
483,41920,41920,Jonesville,City of Jonesville,City,7.296,2.817,1802.97,17A,portrait,lower,13222490.5117188,25795.6329691406
484,86540,86540,Wheatland,Wheatland Township,Township,92.338,35.652,22817.005,17A,portrait,lower,167149343.003906,51746.0463263016
485,00300,300,Adams,Adams Township,Township,93.209,35.988,23032.191,17A,portrait,lower,168721479.835938,51933.5719590663
486,01320,1320,Allen,Allen Township,Township,93.767,36.203,23170.054,17A,portrait,lower,169724946.152344,52104.8608506614
487,38460,38460,Hillsdale,City of Hillsdale,City,16.485,6.365,4073.37,17A,portrait,lower,29825177.6367188,46065.6785042946
488,38480,38480,Hillsdale,Hillsdale Township,Township,33.301,12.857,8228.664,17A,landscape,lower,60233227.3320312,58045.2488570487
489,64620,64620,Pittsford,Pittsford Township,Township,92.09,35.556,22755.639,17A,portrait,lower,166247193.871094,51585.6170264787
490,41620,41620,Jefferson,Jefferson Township,Township,93.38,36.054,23074.376,17A,portrait,lower,168572138.019531,51933.6216824475
491,12700,12700,Cambria,Cambria Township,Township,93.27,36.012,23047.233,17A,portrait,lower,168368617.496094,53698.0594045523
492,67520,67520,Reading,Reading Township,Township,90.606,34.983,22388.948,17A,portrait,lower,163558375.855469,60595.3419426119
493,67500,67500,Reading,City of Reading,City,2.62,1.011,647.314,17A,landscape,lower,4726629.03125,8691.11422922209
494,88780,88780,Wright,Wright Township,Township,112.639,43.49,27833.389,17A,portrait,lower,202734908.285156,57332.1877578312
495,67120,67120,Ransom,Ransom Township,Township,78.094,30.152,19297.203,17A,landscape,lower,140628378.53125,47659.6199219114
496,88300,88300,Woodbridge,Woodbridge Township,Township,77.853,30.059,19237.755,17A,landscape,lower,140191097.027344,47637.1020497515
497,12780,12780,Camden,Camden Township,Township,110.259,42.571,27245.306,17A,portrait,lower,198430651.269531,59727.3442561016
498,02020,2020,Amboy,Amboy Township,Township,79.298,30.617,19594.767,17A,landscape,lower,142552858.195312,62851.9867551157
499,12600,12600,Calumet,Calumet Township,Township,86.788,33.509,21445.591,17A,landscape,upper,188427870.46875,117849.956901887
500,61260,61260,Osceola,Osceola Township,Township,67.162,25.931,16595.981,17A,portrait,upper,145443778.789062,89145.3454792208
501,36320,36320,Hancock,Hancock Township,Township,41.565,16.048,10270.789,17A,portrait,upper,90064605.765625,55164.8486840436
502,71840,71840,Schoolcraft,Schoolcraft Township,Township,105.691,40.807,26116.557,17A,landscape,upper,229067862.078125,75978.3470942154
503,76200,76200,Stanton,Stanton Township,Township,323.204,124.789,79864.584,17A,portrait,upper,697218724.453125,148903.107637797
504,30300,30300,Franklin,Franklin Township,Township,53.651,20.715,13257.212,17A,portrait,upper,116056070.816406,53222.430379917
505,80120,80120,Torch Lake,Torch Lake Township,Township,240.233,92.754,59362.348,17A,portrait,upper,518421172.851562,123897.008232131
506,66680,66680,Quincy,Quincy Township,Township,9.44,3.645,2332.611,17A,portrait,upper,20415283.2617188,32090.5617499631
507,36300,36300,Hancock,City of Hancock,City,7.194,2.778,1777.614,17A,landscape,upper,15546913.171875,30046.8754310531
508,00320,320,Adams,Adams Township,Township,122.671,47.363,30312.383,17A,portrait,upper,264157583.449219,91653.3331356785
509,65540,65540,Portage,Portage Township,Township,302.408,116.76,74725.941,17A,portrait,upper,649089795.210938,188816.319560886
510,39360,39360,Houghton,City of Houghton,City,11.923,4.603,2946.166,17A,landscape,upper,25743164.21875,56878.2268571047
511,14920,14920,Chassell,Chassell Township,Township,133.813,51.665,33065.636,17A,portrait,upper,287644021.871094,68533.2600510909
512,25660,25660,Elm River,Elm River Township,Township,241.427,93.215,59657.266,17A,portrait,upper,516951550.1875,98939.6990796755
513,44220,44220,Laird,Laird Township,Township,489.712,189.078,121009.256,17A,portrait,upper,1041169237.76172,168879.522056668
514,23340,23340,Duncan,Duncan Township,Township,460.488,177.794,113787.741,17A,landscape,upper,971990807.605469,125469.407152077
515,65180,65180,Pointe Aux Barques,Pointe Aux Barques Township,Township,3.407,1.316,841.916,17A,landscape,lower,6600100.15234375,21970.5541653798
516,65700,65700,Port Austin,Port Austin Township,Township,42.272,16.321,10445.479,17A,landscape,lower,81830509.1640625,95465.6032771498
517,23540,23540,Dwight,Dwight Township,Township,93.175,35.975,23023.695,17A,portrait,lower,180030107.253906,53672.6917622259
518,40020,40020,Huron,Huron Township,Township,87.235,33.681,21555.884,17A,landscape,lower,168546893.074219,59170.0168807836
519,39960,39960,Hume,Hume Township,Township,77.575,29.952,19169.023,17A,portrait,lower,149849692.722656,52509.3403934176
520,44300,44300,Lake,Lake Township,Township,53.534,20.67,13228.486,17A,landscape,lower,103367065.089844,43789.235487047
521,33080,33080,Gore,Gore Township,Township,17.596,6.794,4348.124,17A,portrait,lower,33978958.8789062,46864.3020925387
522,09060,9060,Bloomfield,Bloomfield Township,Township,93.152,35.966,23018.172,17A,portrait,lower,179476952.867188,53575.5148768313
523,13760,13760,Caseville,City of Caseville,City,2.988,1.154,738.263,17A,portrait,lower,5765614.84375,15942.3164847537
524,47640,47640,Lincoln,Lincoln Township,Township,92.699,35.791,22906.109,17A,portrait,lower,178596233.707031,53462.6052274858
525,52600,52600,Meade,Meade Township,Township,92.299,35.637,22807.284,17A,portrait,lower,177816323.097656,53347.7069028755
526,14600,14600,Chandler,Chandler Township,Township,91.673,35.395,22652.599,17A,portrait,lower,176603197.707031,53208.4303003455
527,13780,13780,Caseville,Caseville Township,Township,33.055,12.763,8168.075,17A,landscape,lower,63754380.8203125,89120.8830579155
528,70140,70140,Rubicon,Rubicon Township,Township,61.45,23.726,15184.576,17A,portrait,lower,118382751.699219,76310.9754896478
529,50360,50360,McKinley,McKinley Township,Township,52.418,20.239,12952.637,17A,landscape,lower,100920734.320312,81260.1691931929
530,73880,73880,Sigel,Sigel Township,Township,92.455,35.697,22845.799,17A,portrait,lower,177624802.234375,53303.7501348709
531,36460,36460,Harbor Beach,City of Harbor Beach,City,4.605,1.778,1137.975,17A,portrait,lower,8855753.8515625,28443.1512839082
532,60520,60520,Oliver,Oliver Township,Township,91.538,35.343,22619.402,17A,portrait,lower,175840776.273438,53051.0292165863
533,87960,87960,Winsor,Winsor Township,Township,91.592,35.364,22632.607,17A,portrait,lower,175935922.394531,53069.9604826104
534,27120,27120,Fairhaven,Fairhaven Township,Township,54.701,21.12,13516.829,17A,portrait,lower,105071200.234375,191917.605507201
535,04740,4740,Bad Axe,City of Bad Axe,City,6.199,2.393,1531.767,17A,portrait,lower,11906778.171875,37081.4276863055
536,17140,17140,Colfax,Colfax Township,Township,90,34.749,22239.155,17A,portrait,lower,172893545.113281,69501.1586098977
537,82140,82140,Verona,Verona Township,Township,88.475,34.16,21862.347,17A,portrait,lower,169973701.078125,66195.4276567229
538,71260,71260,Sand Beach,Sand Beach Township,Township,94.304,36.411,23302.896,17A,landscape,lower,181164906.730469,69396.2619558783
539,73160,73160,Sherman,Sherman Township,Township,114.039,44.03,28179.279,17A,landscape,lower,218473883.171875,67471.0717138784
540,62360,62360,Paris,Paris Township,Township,93.303,36.024,23055.526,17A,portrait,lower,178745473.578125,53488.3388269795
541,08420,8420,Bingham,Bingham Township,Township,92.874,35.859,22949.535,17A,portrait,lower,177917313.796875,53361.1880601056
542,73040,73040,Sheridan,Sheridan Township,Township,93.613,36.144,23131.914,17A,portrait,lower,179322721.875,53543.6638946545
543,34260,34260,Grant,Grant Township,Township,91.729,35.417,22666.429,17A,portrait,lower,175703486.964844,52997.0546076556
544,10940,10940,Brookfield,Brookfield Township,Township,91.892,35.479,22706.654,17A,portrait,lower,176008961.125,53058.8377617625
545,72200,72200,Sebewaing,Sebewaing Township,Township,84.602,32.665,20905.493,17A,portrait,lower,162039670.679688,60086.3605573029
546,49040,49040,Locke,Locke Township,Township,93.329,36.035,23061.964,17A,landscape,lower,173204086.105469,52894.8432525456
547,87440,87440,Williamstown,Williamstown Township,Township,75.439,29.127,18641.079,17A,portrait,lower,140006128.574219,61914.3270163741
548,53140,53140,Meridian,Meridian Township,Township,81.855,31.604,20226.514,17A,landscape,lower,151881281.386719,74617.6292890932
549,46020,46020,Lansing,Lansing Township,Township,13.072,5.047,3230.215,17A,landscape,lower,24262820.40625,56920.8405575337
550,87420,87420,Williamston,City of Williamston,City,6.521,2.518,1611.335,17A,portrait,lower,12083386.2578125,33682.8564292688
551,47080,47080,Leroy,Leroy Township,Township,88.521,34.178,21873.735,17A,landscape,lower,163818299.519531,51394.0384423416
552,86520,86520,Wheatfield,Wheatfield Township,Township,75.948,29.323,18766.875,17A,portrait,lower,140544953.699219,60435.1255212718
553,00800,800,Alaiedon,Alaiedon Township,Township,92.201,35.599,22783.175,17A,landscape,lower,170612193.035156,68436.7291481517
554,21420,21420,Delhi,Delhi Township,Township,74.93,28.93,18515.302,17A,landscape,lower,138620522.636719,64450.4371881489
555,52180,52180,Mason,City of Mason,City,13.244,5.114,3272.72,17A,portrait,lower,24461787.7578125,33246.0584678295
556,86900,86900,White Oak,White Oak Township,Township,94.407,36.451,23328.266,17A,landscape,lower,174226894.542969,52831.1000244771
557,40640,40640,Ingham,Ingham Township,Township,84.68,32.695,20924.623,17A,portrait,lower,156280710.996094,50067.4861499313
558,82220,82220,Vevay,Vevay Township,Township,81.919,31.629,20242.377,17A,landscape,lower,151148748.003906,77332.1275173841
559,04240,4240,Aurelius,Aurelius Township,Township,94.386,36.443,23323.146,17A,landscape,lower,174175583.953125,52806.355345618
560,76580,76580,Stockbridge,Stockbridge Township,Township,92.953,35.889,22968.968,17A,landscape,lower,171067188.832031,52306.5693750514
561,11640,11640,Bunker Hill,Bunker Hill Township,Township,85.219,32.903,21057.739,17A,portrait,lower,156835963.484375,50220.0854301501
562,47200,47200,Leslie,Leslie Township,Township,90.78,35.05,22432.051,17A,landscape,lower,167060358.675781,70271.021214987
563,60800,60800,Onondaga,Onondaga Township,Township,94.425,36.458,23332.781,17A,landscape,lower,173764405.488281,52719.707302229
564,47180,47180,Leslie,City of Leslie,City,3.266,1.261,806.95,17A,landscape,lower,6006654.56640625,17646.1879396193
565,58720,58720,North Plains,North Plains Township,Township,93.076,35.937,22999.341,17A,landscape,lower,174664147.023438,52871.7668038742
566,69440,69440,Ronald,Ronald Township,Township,94.216,36.377,23280.957,17A,portrait,lower,176803387.238281,53171.3884365895
567,61160,61160,Orleans,Orleans Township,Township,93.83,36.228,23185.645,17A,portrait,lower,176076614.28125,53118.984608575
568,61580,61580,Otisco,Otisco Township,Township,82.39,31.811,20358.879,17A,portrait,lower,154584950.0625,84618.2606540753
569,06900,6900,Belding,City of Belding,City,12.936,4.995,3196.462,17A,landscape,lower,24290315.8203125,31251.9903537791
570,49920,49920,Lyons,Lyons Township,Township,95.459,36.857,23588.154,17A,portrait,lower,178627492.800781,53504.5308479743
571,24220,24220,Easton,Easton Township,Township,73.638,28.432,18196.244,17A,portrait,lower,137828644.980469,65147.0803563639
572,42520,42520,Keene,Keene Township,Township,92.843,35.847,22941.878,17A,portrait,lower,173721965.652344,52852.112753582
573,40880,40880,Ionia,Ionia Township,Township,88.235,34.068,21803.138,17A,portrait,lower,165110914.78125,90214.4272849295
574,07700,7700,Berlin,Berlin Township,Township,107.774,41.611,26631.17,17A,portrait,lower,201142701.480469,67377.8745866023
575,40860,40860,Ionia,City of Ionia,City,14.32,5.529,3538.553,17A,landscape,lower,26787344.5859375,73542.0422355836
576,65880,65880,Portland,Portland Township,Township,87.006,33.593,21499.516,17A,landscape,lower,162360730.535156,76687.0181296451
577,60920,60920,Orange,Orange Township,Township,93.269,36.011,23046.94,17A,landscape,lower,174032180.269531,55827.7065565431
578,09680,9680,Boston,Boston Township,Township,93.076,35.937,22999.389,17A,landscape,lower,173669176.90625,52701.730115659
579,65860,65860,Portland,City of Portland,City,6.426,2.481,1587.939,17A,landscape,lower,11979553.2070312,28739.4574361555
580,19720,19720,Danby,Danby Township,Township,93.097,35.945,23004.492,17A,landscape,lower,173230444.804688,55004.5224389865
581,72120,72120,Sebewa,Sebewa Township,Township,93.115,35.952,23008.983,17A,landscape,lower,173263144.667969,52652.9230036925
582,60200,60200,Odessa,Odessa Township,Township,93.471,36.089,23097.057,17A,landscape,lower,173922387.425781,52764.5846623733
583,12840,12840,Campbell,Campbell Township,Township,92.964,35.893,22971.567,17A,landscape,lower,172972685.503906,52599.0664651993
584,61340,61340,Oscoda,Oscoda Township,Township,339.866,131.222,83981.724,17A,landscape,lower,667619046.570312,128178.479374786
585,64640,64640,Plainfield,Plainfield Township,Township,278.324,107.461,68774.516,17A,landscape,lower,545688509.421875,107603.709616801
586,04300,4300,Au Sable,Au Sable Township,Township,54.707,21.122,13518.294,17A,portrait,lower,107142903.875,43855.892375052
587,87180,87180,Wilber,Wilber Township,Township,188.134,72.639,46488.476,17A,landscape,lower,368484789.476562,81734.8204812085
588,04920,4920,Baldwin,Baldwin Township,Township,80.83,31.209,19973.319,17A,landscape,lower,157950129.789062,89456.0455408893
589,78100,78100,Tawas,Tawas Township,Township,86.546,33.415,21385.711,17A,portrait,lower,168956516.6875,59798.908925355
